X,Y,Value
73.99704167976428,31.71444618405787,
74.00703992887652,31.71444618405787,
74.01703817798878,31.71444618405787,
74.02703642710102,31.71444618405787,
74.03703467621328,31.71444618405787,
74.04703292532552,31.71444618405787,
74.05703117443778,31.71444618405787,
74.06702942355003,31.71444618405787,
74.07702767266228,31.71444618405787,
74.08702592177453,31.71444618405787,
74.09702417088678,31.71444618405787,
74.10702241999903,31.71444618405787,
74.11702066911128,31.71444618405787,
74.12701891822353,31.71444618405787,
74.13701716733578,31.71444618405787,
74.14701541644803,31.71444618405787,
74.15701366556029,31.71444618405787,
74.16701191467253,31.71444618405787,
74.17701016378479,31.71444618405787,
74.18700841289703,31.71444618405787,
74.19700666200929,31.71444618405787,
74.20700491112153,31.71444618405787,
74.21700316023379,31.71444618405787,
74.22700140934603,31.71444618405787,
74.23699965845829,31.71444618405787,
74.24699790757053,31.71444618405787,
74.25699615668279,31.71444618405787,
74.26699440579503,31.71444618405787,
74.27699265490729,31.71444618405787,
74.28699090401953,31.71444618405787,
74.29698915313179,31.71444618405787,
74.30698740224403,31.71444618405787,
74.31698565135629,31.71444618405787,
74.32698390046853,31.71444618405787,
74.33698214958079,31.71444618405787,
74.34698039869303,31.71444618405787,
74.35697864780529,31.71444618405787,
74.36697689691754,31.71444618405787,
74.37697514602979,31.71444618405787,
74.38697339514204,31.71444618405787,
74.3969716442543,31.71444618405787,
74.40696989336654,31.71444618405787,
74.4169681424788,31.71444618405787,
74.42696639159104,31.71444618405787,
74.4369646407033,31.71444618405787,
74.44696288981554,31.71444618405787,
74.4569611389278,31.71444618405787,
74.46695938804004,31.71444618405787,
74.4769576371523,31.71444618405787,1941.5214820093554
74.48695588626454,31.71444618405787,1939.7846134664421
74.4969541353768,31.71444618405787,1933.441124880958
74.50695238448904,31.71444618405787,
74.5169506336013,31.71444618405787,
74.52694888271354,31.71444618405787,
74.5369471318258,31.71444618405787,
74.54694538093804,31.71444618405787,
74.5569436300503,31.71444618405787,
74.56694187916254,31.71444618405787,
74.5769401282748,31.71444618405787,
74.58693837738704,31.71444618405787,
74.5969366264993,31.71444618405787,
74.60693487561154,31.71444618405787,
74.6169331247238,31.71444618405787,
74.62693137383604,31.71444618405787,
74.6369296229483,31.71444618405787,
74.64692787206054,31.71444618405787,
73.99704167976428,31.70444793494562,
74.00703992887652,31.70444793494562,
74.01703817798878,31.70444793494562,
74.02703642710102,31.70444793494562,
74.03703467621328,31.70444793494562,
74.04703292532552,31.70444793494562,
74.05703117443778,31.70444793494562,
74.06702942355003,31.70444793494562,
74.07702767266228,31.70444793494562,
74.08702592177453,31.70444793494562,
74.09702417088678,31.70444793494562,
74.10702241999903,31.70444793494562,
74.11702066911128,31.70444793494562,
74.12701891822353,31.70444793494562,
74.13701716733578,31.70444793494562,
74.14701541644803,31.70444793494562,
74.15701366556029,31.70444793494562,
74.16701191467253,31.70444793494562,
74.17701016378479,31.70444793494562,
74.18700841289703,31.70444793494562,
74.19700666200929,31.70444793494562,
74.20700491112153,31.70444793494562,
74.21700316023379,31.70444793494562,
74.22700140934603,31.70444793494562,
74.23699965845829,31.70444793494562,
74.24699790757053,31.70444793494562,
74.25699615668279,31.70444793494562,
74.26699440579503,31.70444793494562,
74.27699265490729,31.70444793494562,
74.28699090401953,31.70444793494562,
74.29698915313179,31.70444793494562,
74.30698740224403,31.70444793494562,
74.31698565135629,31.70444793494562,
74.32698390046853,31.70444793494562,
74.33698214958079,31.70444793494562,
74.34698039869303,31.70444793494562,
74.35697864780529,31.70444793494562,
74.36697689691754,31.70444793494562,
74.37697514602979,31.70444793494562,
74.38697339514204,31.70444793494562,
74.3969716442543,31.70444793494562,
74.40696989336654,31.70444793494562,
74.4169681424788,31.70444793494562,
74.42696639159104,31.70444793494562,
74.4369646407033,31.70444793494562,
74.44696288981554,31.70444793494562,
74.4569611389278,31.70444793494562,1943.379867811957
74.46695938804004,31.70444793494562,1943.3580634848038
74.4769576371523,31.70444793494562,1943.3581848142358
74.48695588626454,31.70444793494562,1942.913099423224
74.4969541353768,31.70444793494562,1933.7356987863593
74.50695238448904,31.70444793494562,
74.5169506336013,31.70444793494562,
74.52694888271354,31.70444793494562,
74.5369471318258,31.70444793494562,
74.54694538093804,31.70444793494562,
74.5569436300503,31.70444793494562,
74.56694187916254,31.70444793494562,
74.5769401282748,31.70444793494562,
74.58693837738704,31.70444793494562,
74.5969366264993,31.70444793494562,
74.60693487561154,31.70444793494562,
74.6169331247238,31.70444793494562,
74.62693137383604,31.70444793494562,
74.6369296229483,31.70444793494562,
74.64692787206054,31.70444793494562,
73.99704167976428,31.69444968583337,
74.00703992887652,31.69444968583337,
74.01703817798878,31.69444968583337,
74.02703642710102,31.69444968583337,
74.03703467621328,31.69444968583337,
74.04703292532552,31.69444968583337,
74.05703117443778,31.69444968583337,
74.06702942355003,31.69444968583337,
74.07702767266228,31.69444968583337,
74.08702592177453,31.69444968583337,
74.09702417088678,31.69444968583337,
74.10702241999903,31.69444968583337,
74.11702066911128,31.69444968583337,
74.12701891822353,31.69444968583337,
74.13701716733578,31.69444968583337,
74.14701541644803,31.69444968583337,
74.15701366556029,31.69444968583337,
74.16701191467253,31.69444968583337,
74.17701016378479,31.69444968583337,
74.18700841289703,31.69444968583337,
74.19700666200929,31.69444968583337,
74.20700491112153,31.69444968583337,
74.21700316023379,31.69444968583337,
74.22700140934603,31.69444968583337,
74.23699965845829,31.69444968583337,
74.24699790757053,31.69444968583337,
74.25699615668279,31.69444968583337,
74.26699440579503,31.69444968583337,
74.27699265490729,31.69444968583337,
74.28699090401953,31.69444968583337,
74.29698915313179,31.69444968583337,
74.30698740224403,31.69444968583337,
74.31698565135629,31.69444968583337,
74.32698390046853,31.69444968583337,
74.33698214958079,31.69444968583337,
74.34698039869303,31.69444968583337,
74.35697864780529,31.69444968583337,
74.36697689691754,31.69444968583337,
74.37697514602979,31.69444968583337,
74.38697339514204,31.69444968583337,
74.3969716442543,31.69444968583337,
74.40696989336654,31.69444968583337,
74.4169681424788,31.69444968583337,
74.42696639159104,31.69444968583337,
74.4369646407033,31.69444968583337,1945.5943364896232
74.44696288981554,31.69444968583337,1944.8478698736928
74.4569611389278,31.69444968583337,1944.0884914772378
74.46695938804004,31.69444968583337,1943.3620945186638
74.4769576371523,31.69444968583337,1943.5261224258074
74.48695588626454,31.69444968583337,1943.7735638685433
74.4969541353768,31.69444968583337,1936.409241698635
74.50695238448904,31.69444968583337,1934.0628051748777
74.5169506336013,31.69444968583337,1934.067518736355
74.52694888271354,31.69444968583337,
74.5369471318258,31.69444968583337,
74.54694538093804,31.69444968583337,
74.5569436300503,31.69444968583337,
74.56694187916254,31.69444968583337,
74.5769401282748,31.69444968583337,
74.58693837738704,31.69444968583337,
74.5969366264993,31.69444968583337,
74.60693487561154,31.69444968583337,
74.6169331247238,31.69444968583337,
74.62693137383604,31.69444968583337,
74.6369296229483,31.69444968583337,
74.64692787206054,31.69444968583337,
73.99704167976428,31.68445143672112,
74.00703992887652,31.68445143672112,
74.01703817798878,31.68445143672112,
74.02703642710102,31.68445143672112,
74.03703467621328,31.68445143672112,
74.04703292532552,31.68445143672112,
74.05703117443778,31.68445143672112,
74.06702942355003,31.68445143672112,
74.07702767266228,31.68445143672112,
74.08702592177453,31.68445143672112,
74.09702417088678,31.68445143672112,
74.10702241999903,31.68445143672112,
74.11702066911128,31.68445143672112,
